Charlotte,2rgQ1TULwVoY7TnUlnH7Yw,"['Asian Fusion', 'Chinese', 'Japanese', 'Restaurants']"
Pittsburgh,XaTts7L8g57_odPEFuwkOw,"['Chinese', 'Restaurants']"
Charlotte,K0VNhFhaOrO3CypCqofjwA,"['Restaurants', 'Chinese']"
Charlotte,98gLNkYYJCg4f_uJ7o2wBg,"['Restaurants', 'Chinese']"
Charlotte,5aGYZbjkXpCecz4QH2ZKFg,"['Chinese', 'Buffets', 'Restaurants']"
Charlotte,SBPttAVjzEnN3VE6sKiaMg,"['Restaurants', 'Chinese']"
Charlotte,Oy2WnPyiOlPFvPKMIuOC8w,"['Restaurants', 'Asian Fusion', 'Japanese', 'Food Delivery Services', 'Korean', 'Food', 'Chinese', 'Buffets']"
Charlotte,5li4Wxd__uYGrgB8_n_uzw,"['Chinese', 'Restaurants']"
Charlotte,YjPWt-V5oMkakdRWrALb8g,"['Ethnic Food', 'Specialty Food', 'Restaurants', 'Chinese', 'Dim Sum', 'Food', 'Imported Food']"
Pittsburgh,BIqsItY0vyOshMpJ0I4cPg,"['Chinese', 'Restaurants']"
Charlotte,Y24q_yO23zqY_y-QWOX-XA,"['Seafood', 'Diners', 'Greek', 'Chinese', 'American (New)', 'Food', 'Restaurants']"
Charlotte,N2M0WyGCyTV5jMOYPH7odA,"['Chinese', 'Asian Fusion', 'Restaurants', 'Sushi Bars', 'Japanese']"
Charlotte,tLSgXuy0g8nxX6Xgb7nvrw,"['Restaurants', 'Chinese']"
Pittsburgh,#NAME?,"['Restaurants', 'Chinese']"
Pittsburgh,X4CRPHvv-33kjxVJISZpUg,"['Sushi Bars', 'Chinese', 'Restaurants']"
Pittsburgh,sReFrTIJ92iDprWD8dKAuw,"['Chinese', 'Szechuan', 'Restaurants']"
Charlotte,ZJufvkLNtlAsQU9h_ttdNg,"['Chinese', 'Restaurants']"
Pittsburgh,USninqjSauwQQ2T_FlkIMw,"['Chinese', 'Cocktail Bars', 'Sushi Bars', 'Restaurants', 'American (New)', 'Asian Fusion', 'Bars', 'Nightlife']"
Charlotte,7Nz4kTghhicjsR23GYMlLg,"['Chinese', 'Restaurants']"
Charlotte,pe20N--YSUZlKYa-WaSfJA,"['Restaurants', 'Chinese', 'Buffets', 'Japanese', 'Sushi Bars']"
Charlotte,HzGeL_H3rkm5W9DkN9FQBw,"['Restaurants', 'Chinese']"
Pittsburgh,pRfIJ6zurjEsWmJheDOP6A,"['Japanese', 'Chinese', 'Restaurants']"
Charlotte,YaGkCO51sV6MLavJ3XUmWw,"['Chinese', 'Restaurants']"
Pittsburgh,jrlkSj1TR6HWBaOJ4AzwKw,"['Chinese', 'Restaurants', 'Sushi Bars', 'Dim Sum']"
Pittsburgh,l_pR3x7v2mvE3luVdmGuoQ,"['Chinese', 'Restaurants']"
Charlotte,WuiX9mOytF_8TXrR4ERQJw,"['Chinese', 'Restaurants']"
Pittsburgh,hwe7f0QthkND-H4Ekg37qw,"['Asian Fusion', 'Chinese', 'Restaurants']"
Charlotte,cnRMezUuLesmJHruUpAECA,"['Asian Fusion', 'Restaurants', 'Chinese']"
Charlotte,JQWIZ8MT-VGZzO5W5XCB5Q,"['Chinese', 'Restaurants']"
Pittsburgh,DXP3MbE8srQITLlAuS45aQ,"['Szechuan', 'Restaurants', 'Chinese']"
Pittsburgh,NYMUlUYYEb3H0nKsauj-yw,"['Restaurants', 'Chinese', 'Japanese']"
Charlotte,2FWFAqM-jqKUU8WqHSp-LQ,"['Chinese', 'Restaurants']"
Pittsburgh,NdqDt4c2ZWpGTUWvcDDKkw,"['Restaurants', 'Chinese', 'Food']"
Pittsburgh,a5xUI7TvsNhM5gZr6KowDg,"['Chinese', 'Restaurants']"
Pittsburgh,XUDOc980cjB0PZvVS-T6Eg,"['Asian Fusion', 'Restaurants', 'Chinese', 'Sushi Bars']"
Charlotte,0iJcWcDjaC4CVpR0uQFe5Q,"['Chinese', 'Restaurants']"
Pittsburgh,jDehhKtVZa62k32WHbnc2A,"['Restaurants', 'Szechuan', 'Chinese', 'Food Delivery Services', 'Food']"
Pittsburgh,5qtc1s-TKdgzPccKwY4SRw,"['Chinese', 'Restaurants']"
Charlotte,HCvSXTYw0WoszrJlffsRSg,"['Restaurants', 'Chinese']"
Charlotte,gwo0iQlgQIKGXGTJYqWc7w,"['Restaurants', 'Chinese']"
Charlotte,SlQNMsVEOSxN-ciIn93LOw,"['Chinese', 'Restaurants']"
Charlotte,39AOOQM4Ff6rWXW8b9ZPvw,"['Sushi Bars', 'Buffets', 'Chinese', 'Restaurants']"
Charlotte,3v1c2BsFFcWlpV3S3LS8dA,"['Restaurants', 'Chinese']"
Charlotte,#NAME?,"['Restaurants', 'Chinese']"
Charlotte,WUiDaFQRZ8wKYGLvmjFjAw,"['Sushi Bars', 'Restaurants', 'Buffets', 'Chinese']"
Charlotte,Mi1IdbjqjGoYK09oDu8JVw,"['Chinese', 'Restaurants']"
Charlotte,G6_M3Dg-gjwVIbRGLIRBkw,"['Restaurants', 'Chinese']"
Charlotte,I5cGJJw5-VXJtxO58WfuLA,"['Restaurants', 'Chinese']"
Charlotte,HDv-KchmLSlRr5MXxRkNqQ,"['Restaurants', 'Chinese', 'Sushi Bars']"
Charlotte,Sp8DfXkAlaAACI2WQrvhIQ,"['Restaurants', 'Asian Fusion', 'Chinese', 'Food']"
Charlotte,pXqyJQISv5N_9Of5Nnfs6g,"['Chinese', 'Restaurants']"
Charlotte,ZlrHrg7jrbO6blqwfa0MkQ,"['Restaurants', 'Chinese']"
Charlotte,N2PlDjUJVfOJzsPzY0Au1w,"['Restaurants', 'Buffets', 'Chinese']"
Pittsburgh,KzLjbXEDH1e1WrfzrrzZKw,"['Chinese', 'Restaurants']"
Pittsburgh,Ef9crW61OYp2UJ0ysi3nEw,"['Restaurants', 'Chinese']"
Pittsburgh,BNeS_hZfmdQWsqewj-LuDA,"['Taiwanese', 'Szechuan', 'Chinese', 'Restaurants']"
Charlotte,GTB4esadYFFyLTJX9OqNdw,"['Chinese', 'Dim Sum', 'Restaurants']"
Pittsburgh,m5MaRXA1rNX1n1Kbr8-Sog,"['Chinese', 'Food', 'Restaurants']"
Charlotte,RP3MFwBjZV7SLFKvh4Ipeg,"['Restaurants', 'Chinese']"
Charlotte,CzUUmNWYINyh4y0_7_elpA,"['Restaurants', 'Chinese']"
Pittsburgh,ZKBUoCqTpwMtmImz64DGyQ,"['Restaurants', 'Chinese', 'Thai']"
Charlotte,V6MWAv-xv4dgSUrDU1qxaA,"['Noodles', 'Thai', 'Asian Fusion', 'Italian', 'Caterers', 'Restaurants', 'Chinese', 'American (Traditional)', 'Event Planning & Services']"
Charlotte,vYCBkwsQrdpb-RbkjWqG-w,"['Chinese', 'Chicken Wings', 'Restaurants']"
Pittsburgh,lSxAQR1FeSljX9zeVJTEWA,"['Restaurants', 'Chinese']"
Charlotte,e8cFfRySb8n9lMXRnyzeIA,"['Restaurants', 'Chinese']"
Charlotte,8PNXDkWz3hyZFi7E4tYhjw,"['Chinese', 'Restaurants']"
Pittsburgh,QQSlx-l_cfwkVrNwjV_HgQ,"['Chinese', 'Restaurants']"
Pittsburgh,gz87Wa7QUZ3gNlgE9NVPAA,"['Restaurants', 'Chinese']"
Pittsburgh,u540gB8nSBDZez-Kb76G9w,"['Nightlife', 'Restaurants', 'Chinese', 'Food', 'Sushi Bars', 'Bars', 'Juice Bars & Smoothies']"
Charlotte,yVPiqeEWOzJuskp5G-twRw,"['Chinese', 'Restaurants', 'Fast Food']"
Charlotte,nzT22B3ad9L0oF2hVYXr8Q,"['Asian Fusion', 'Chinese', 'Restaurants']"
Charlotte,LKuzbx5Yt3yqiokUFdjVhg,"['Korean', 'Chinese', 'Restaurants']"
Charlotte,KMptXD2fDMcqCmkpkpRVQQ,"['Chinese', 'Beer', 'Wine & Spirits', 'American (Traditional)', 'Food', 'American (New)', 'Restaurants']"
Pittsburgh,ndq4rJcFLMbMGU_gK5u79Q,"['Restaurants', 'Chinese']"
Pittsburgh,s4M4QcJvxJ5IY0DQJo-sCA,"['Chinese', 'Food', 'Tea Rooms', 'Mongolian', 'Sandwiches', 'Soup', 'Restaurants', 'Salad']"
Charlotte,5zzuzWbt9_YrL95EIHobLA,"['Restaurants', 'Chinese']"
Charlotte,64ZPMllrqdrVNXMEQIvXhw,"['Seafood', 'Restaurants', 'Chinese', 'Food', 'Barbeque', 'Specialty Food', 'Soup', 'Ethnic Food']"
Pittsburgh,e7M2GgkCfDYTxdPN1LL1sQ,"['Chinese', 'Restaurants']"
Charlotte,kKCJvvktaKxZ5iFKv3lxuA,"['Fast Food', 'Asian Fusion', 'Chinese', 'Gluten-Free', 'Restaurants']"
Charlotte,2DO-8SvPvx1rACloHiD9Mw,"['Restaurants', 'Chinese']"
Charlotte,6PtDrXXQK9JyrN7M4nvZyA,"['Restaurants', 'Chinese']"
Pittsburgh,xULATz2siGXOPia614mg2A,"['Korean', 'Noodles', 'Japanese', 'Restaurants', 'Vegetarian', 'Chinese']"
Pittsburgh,N0L1C5K9ViBD58vig5sahw,"['Restaurants', 'Chinese']"
Pittsburgh,go623pgRx2nfIpsV4ePHXg,"['Chinese', 'Restaurants']"
Pittsburgh,_AKdBFzkl7GY-daxUCCbVA,"['Asian Fusion', 'Restaurants', 'Gluten-Free', 'Chinese']"
Pittsburgh,tyCIs0pyyw36apAXdR26WQ,"['Chinese', 'Restaurants']"
Pittsburgh,gDQlaDRAjsCx2p_p6oJLjw,"['Chinese', 'Restaurants']"
Charlotte,NxHLCT3PuylmuEDOsZfxWg,"['Chinese', 'Restaurants']"
Pittsburgh,O5MzWfMWDeEwkzNVeKdCfg,"['Restaurants', 'Chinese']"
Charlotte,rV4hP5CdpsokQyMjsqxB0Q,"['Ramen', 'Japanese', 'Restaurants', 'Chinese']"
Pittsburgh,ccdcyzc1oSucd-qRlnYR0w,"['Chinese', 'Restaurants']"
Charlotte,GhGYQ5WI4LdH53591fUMMA,"['Chinese', 'Restaurants', 'Asian Fusion']"
Charlotte,Oi-u4KqrcZbIWSYKnh7mJA,"['Chinese', 'Restaurants']"
Charlotte,nNz_7luh2aD1_U9N3tJUMA,"['Chinese', 'Restaurants']"
Charlotte,Qn5QMHOV6f5uHbxvrTPGRA,"['Event Planning & Services', 'Food Trucks', 'Food', 'Noodles', 'Food Delivery Services', 'Caterers', 'Specialty Food', 'Restaurants', 'Chinese', 'Ethnic Food', 'Szechuan']"
Pittsburgh,qThJY-H6Fo8HvfdIvwrjiw,"['Chinese', 'Restaurants']"
Pittsburgh,N9JASBwB9kWtK0_EjTa1nw,"['Chinese', 'Restaurants']"
Charlotte,N9o1UKmI0Ng1qYkTBTxHmA,"['Restaurants', 'Thai', 'Sandwiches', 'Chinese', 'Noodles']"
