"['Wed-0:1', 'Fri-1:1', 'Sat-1:1', 'Sun-16:1', 'Mon-18:1', 'Sun-18:1', 'Fri-19:1', 'Sat-19:2', 'Thu-19:1', 'Fri-20:1', 'Sat-20:2', 'Wed-20:1', 'Sun-21:1', 'Tue-21:1', 'Mon-22:1', 'Sat-22:1', 'Wed-22:1']",6EvETd9FVPJfhT_6AW9iEw,checkin
"['Wed-0:1', 'Wed-10:1', 'Sat-11:1', 'Mon-12:1', 'Wed-12:1', 'Mon-13:1', 'Sat-13:1', 'Thu-13:1', 'Tue-13:1', 'Fri-14:1', 'Mon-14:1', 'Sat-14:1', 'Wed-14:1', 'Sat-15:2', 'Wed-15:1', 'Mon-16:1', 'Sat-16:1', 'Sat-18:1', 'Fri-19:1', 'Wed-19:2', 'Mon-20:1', 'Sat-20:1', 'Sun-20:1', 'Thu-20:1', 'Tue-20:1', 'Wed-20:2', 'Mon-21:1', 'Sat-21:1', 'Thu-21:1', 'Wed-21:1', 'Wed-22:1']",lHYMeXf8JH1Q8Dazn9s3Gg,checkin
"['Wed-0:1', 'Wed-10:1', 'Sat-11:1', 'Mon-12:1', 'Wed-12:1', 'Mon-13:1', 'Sat-13:1', 'Thu-13:1', 'Tue-13:1', 'Fri-14:1', 'Mon-14:1', 'Sat-14:1', 'Wed-14:1', 'Sat-15:2', 'Wed-15:1', 'Mon-16:1', 'Sat-16:1', 'Sat-18:1', 'Fri-19:1', 'Wed-19:2', 'Mon-20:1', 'Sat-20:1', 'Sun-20:1', 'Thu-20:1', 'Tue-20:1', 'Wed-20:2', 'Mon-21:1', 'Sat-21:1', 'Thu-21:1', 'Wed-21:1', 'Wed-22:1']",lHYMeXf8JH1Q8Dazn9s3Gg,checkin
['Sun-17:1'],P3LisOj7DktgGa7C5FYpnA,checkin
['Sun-17:1'],P3LisOj7DktgGa7C5FYpnA,checkin
['Sun-17:1'],P3LisOj7DktgGa7C5FYpnA,checkin
['Sun-17:1'],P3LisOj7DktgGa7C5FYpnA,checkin
['Sun-17:1'],P3LisOj7DktgGa7C5FYpnA,checkin
"['Fri-0:4', 'Mon-0:4', 'Sat-0:6', 'Sun-0:2', 'Thu-0:4', 'Tue-0:2', 'Wed-0:2', 'Fri-1:5', 'Mon-1:3', 'Sat-1:5', 'Sun-1:6', 'Thu-1:1', 'Tue-1:1', 'Fri-2:6', 'Mon-2:2', 'Sat-2:2', 'Sun-2:8', 'Thu-2:4', 'Tue-2:1', 'Wed-2:3', 'Fri-3:2', 'Sat-3:2', 'Sun-3:2', 'Thu-3:1', 'Tue-3:1', 'Wed-3:5', 'Fri-4:1', 'Sun-4:3', 'Tue-4:1', 'Fri-5:1', 'Sun-5:1', 'Thu-5:1', 'Sun-6:1', 'Sun-9:2', 'Mon-13:1', 'Sun-14:2', 'Mon-15:1', 'Sat-15:3', 'Sun-15:5', 'Thu-15:3', 'Wed-15:1', 'Mon-16:2', 'Sat-16:2', 'Sun-16:7', 'Thu-16:4', 'Tue-16:3', 'Wed-16:1', 'Mon-17:1', 'Sat-17:6', 'Sun-17:6', 'Thu-17:1', 'Tue-17:1', 'Fri-18:1', 'Mon-18:3', 'Sat-18:7', 'Sun-18:9', 'Thu-18:3', 'Wed-18:2', 'Fri-19:3', 'Mon-19:3', 'Sat-19:9', 'Sun-19:5', 'Thu-19:2', 'Tue-19:1', 'Wed-19:2', 'Fri-20:3', 'Mon-20:2', 'Sat-20:7', 'Sun-20:4', 'Thu-20:4', 'Tue-20:1', 'Wed-20:6', 'Fri-21:16', 'Mon-21:2', 'Sat-21:8', 'Sun-21:10', 'Thu-21:5', 'Tue-21:8', 'Wed-21:5', 'Fri-22:14', 'Mon-22:7', 'Sat-22:7', 'Sun-22:7', 'Thu-22:9', 'Tue-22:7', 'Wed-22:5', 'Fri-23:14', 'Mon-23:3', 'Sat-23:8', 'Sun-23:5', 'Thu-23:4', 'Tue-23:2', 'Wed-23:1']",93otbGHE0s0m-lU1osvg9w,checkin
"['Fri-0:4', 'Mon-0:4', 'Sat-0:6', 'Sun-0:2', 'Thu-0:4', 'Tue-0:2', 'Wed-0:2', 'Fri-1:5', 'Mon-1:3', 'Sat-1:5', 'Sun-1:6', 'Thu-1:1', 'Tue-1:1', 'Fri-2:6', 'Mon-2:2', 'Sat-2:2', 'Sun-2:8', 'Thu-2:4', 'Tue-2:1', 'Wed-2:3', 'Fri-3:2', 'Sat-3:2', 'Sun-3:2', 'Thu-3:1', 'Tue-3:1', 'Wed-3:5', 'Fri-4:1', 'Sun-4:3', 'Tue-4:1', 'Fri-5:1', 'Sun-5:1', 'Thu-5:1', 'Sun-6:1', 'Sun-9:2', 'Mon-13:1', 'Sun-14:2', 'Mon-15:1', 'Sat-15:3', 'Sun-15:5', 'Thu-15:3', 'Wed-15:1', 'Mon-16:2', 'Sat-16:2', 'Sun-16:7', 'Thu-16:4', 'Tue-16:3', 'Wed-16:1', 'Mon-17:1', 'Sat-17:6', 'Sun-17:6', 'Thu-17:1', 'Tue-17:1', 'Fri-18:1', 'Mon-18:3', 'Sat-18:7', 'Sun-18:9', 'Thu-18:3', 'Wed-18:2', 'Fri-19:3', 'Mon-19:3', 'Sat-19:9', 'Sun-19:5', 'Thu-19:2', 'Tue-19:1', 'Wed-19:2', 'Fri-20:3', 'Mon-20:2', 'Sat-20:7', 'Sun-20:4', 'Thu-20:4', 'Tue-20:1', 'Wed-20:6', 'Fri-21:16', 'Mon-21:2', 'Sat-21:8', 'Sun-21:10', 'Thu-21:5', 'Tue-21:8', 'Wed-21:5', 'Fri-22:14', 'Mon-22:7', 'Sat-22:7', 'Sun-22:7', 'Thu-22:9', 'Tue-22:7', 'Wed-22:5', 'Fri-23:14', 'Mon-23:3', 'Sat-23:8', 'Sun-23:5', 'Thu-23:4', 'Tue-23:2', 'Wed-23:1']",93otbGHE0s0m-lU1osvg9w,checkin
