Charlotte,6EvETd9FVPJfhT_6AW9iEw,"['Leather Goods', 'Fashion', 'Watches', 'Accessories', 'Shopping']"
Charlotte,lHYMeXf8JH1Q8Dazn9s3Gg,"['Tires', 'Automotive', 'Auto Parts & Supplies', 'Wheel & Rim Repair']"
Charlotte,PCNeANrp7puV3nE-HI2JrQ,"['Health & Medical', 'Chiropractors']"
Charlotte,7cIRj82eLbyvNG43lemt1A,"['Auto Repair', 'Automotive', 'Body Shops']"
Pittsburgh,P3LisOj7DktgGa7C5FYpnA,"['Plumbing', 'Home Services']"
Pittsburgh,93otbGHE0s0m-lU1osvg9w,"['American (New)', 'Pubs', 'Nightlife', 'Bars', 'Restaurants']"
Charlotte,LIvXzdMJrIb6IY5Y3tqicA,"['American (New)', 'Restaurants']"
Pittsburgh,csdZolWIWvkIHIqsCmV6sg,"['Hotels & Travel', 'Home Services', 'Hotels', 'Apartments', 'Event Planning & Services', 'Real Estate Services', 'Real Estate']"
Pittsburgh,h7ZW6c1Vi9V6_-gd2Ch_4g,"['Shopping', 'Mobile Phones']"
Pittsburgh,HWrbZS1mxVRj2Y2VwMmDMg,"['Food', 'Bakeries']"
Charlotte,h7uxML49NQ_Wj-7zk0DSqg,"['Restaurants', 'Breakfast & Brunch', 'American (Traditional)', 'Burgers']"
Charlotte,X02YNLa3Iofzwv5Le6QeYQ,"['Pizza', 'Restaurants']"
Charlotte,2rgQ1TULwVoY7TnUlnH7Yw,"['Asian Fusion', 'Chinese', 'Japanese', 'Restaurants']"
Pittsburgh,jDqaz1jKdeWk_fTVCzc1Pg,"['Food', 'Imported Food', 'Restaurants', 'Ethnic Food', 'Specialty Food']"
Charlotte,_OtUeybIKTx2jhLVYV66wA,"['Delis', 'Restaurants', 'Fast Food', 'Sandwiches']"
Charlotte,QJt6EkcHAAa_rY_27B9Rxg,"['Home Services', 'Interior Design', 'Furniture Stores', 'Home & Garden', 'Shopping']"
Charlotte,m7YpTiYuIW983WOSJjOm7w,"['Jewelry', 'Shopping']"
Pittsburgh,HYwbHY-srAOoH-t337DpMw,"['Tapas Bars', 'Restaurants']"
Pittsburgh,sDl0SxE_AoOAnPCAxfoauA,"['Automotive', 'Car Wash']"
Pittsburgh,ZElIifFslL_948I-hI_ukw,"['Automotive', 'Auto Repair']"
Pittsburgh,ZYof0WYlilJ3pgWNSgmYKQ,"['Pizza', 'Restaurants']"
Charlotte,DMR4o9jWZqq06jDDi7pJ0A,"['Real Estate', 'Apartments', 'Home Services']"
Charlotte,ouWLY2L0cWr8eSl5qJiP2w,"['Nail Salons', 'Beauty & Spas']"
Pittsburgh,u7CxxEzx8hvjoJ8onN4zTg,"['Restaurants', 'Fast Food', 'Airports', 'Hotels & Travel']"
Charlotte,ABeV2EzgMhyqyZGwXDBVdA,"['Desserts', 'Food', 'Ice Cream & Frozen Yogurt']"
Pittsburgh,0CnYEBMsjp9vBop2iiSDKw,"['Active Life', 'Health & Medical', 'Weight Loss Centers', 'Boot Camps', 'Nutritionists', 'Gyms', 'Fitness & Instruction']"
Charlotte,5lDEshkjy0Xmo6FzsfwPHA,"['Shopping Centers', 'Shopping']"
Charlotte,roHEmKg-vyVWyDXSBdNXmA,"['Restaurants', 'Juice Bars & Smoothies', 'Food', 'Sandwiches']"
Charlotte,0YbU69SeHwBs4rxux-Ikfw,"['Home Theatre Installation', 'Local Services', 'Home Services', 'Handyman', 'Electronics', 'Contractors', 'Security Systems', 'Electricians', 'TV Mounting', 'Painters', 'Shopping']"
Pittsburgh,NQ7d9DIzP4Uip8yP9hgwPA,"['Sports Bars', 'Bars', 'American (Traditional)', 'Restaurants', 'Nightlife', 'Chicken Wings']"
Charlotte,b2VWTg1eE-CAlQ26HeFE2Q,"['Beer', 'Wine & Spirits', 'Convenience Stores', 'Food', 'Nightlife', 'Beer Bar', 'Bars']"
Pittsburgh,4nJTFvIDmIkgvwf36XruOg,"['Food', 'Convenience Stores']"
Pittsburgh,o7tBcNfv-zMXSTePBLIrvw,"['Restaurants', 'Fast Food', 'Sandwiches']"
Pittsburgh,XaTts7L8g57_odPEFuwkOw,"['Chinese', 'Restaurants']"
Charlotte,lwKOu5qHzCieui87LGrdRg,"['Performing Arts', 'Challenge Courses', 'Escape Games', 'Arts & Entertainment', 'Recreation Centers', 'Active Life']"
Charlotte,LpyndkMvevIQA-JHoReHNw,"['Restaurants', 'Pakistani', 'Indian']"
Pittsburgh,1FodVSAxoKqEKYQc3QHgvg,"['Italian', 'Restaurants', 'Pizza']"
Charlotte,erYTtAwsPCo8_dWMMMAeKg,"['Home Services', 'Home & Garden', 'Shopping', 'Mattresses', 'Shades & Blinds', 'Furniture Stores', 'Home Decor']"
Charlotte,yuwmVUmsFVawe4zxnWZfNg,"['Restaurants', 'Chicken Wings', 'Caterers', 'Event Planning & Services', 'Fast Food', 'American (Traditional)']"
Charlotte,poIxgdfXbVsPZgpZLQRu_w,"['Shopping', 'Videos & Video Game Rental', 'Books', 'Mags', 'Music & Video', 'Toy Stores']"
Charlotte,YaFM08fEdbp-iSon3Opsbw,"['Food', 'Mexican', 'Restaurants']"
Pittsburgh,YN58Coh1nvnsNS0FXIeAKg,"['Event Planning & Services', 'Wedding Planning']"
Pittsburgh,y3uEq-adz-6FT_1Z4S8yIQ,"['Car Wash', 'Automotive']"
Charlotte,56iu77QguXtRnQRT0hUsrA,"['Real Estate', 'Apartments', 'Home Services']"
Charlotte,jGC-7KSSr4a6kceTehcSpA,['Food']
Charlotte,g73uFsWgVKSwniNxRgxNuA,"['Health Markets', 'Grocery', 'Specialty Food', 'Baby Gear & Furniture', 'Shopping', 'Food']"
Pittsburgh,x6IffPPcCWOnVA40_joQVA,"['Ice Cream & Frozen Yogurt', 'Food']"
Pittsburgh,bNK25VxhfJQe-cEJqIhzfQ,"['Active Life', 'Recreation Centers']"
